rank,listing_type,id,name,author,author_alias,attribution_link,download_change,adjusted_download_change,current_total,adjusted_current_total,baseline_total,adjusted_baseline_total,latest_snapshot,baseline_snapshot
48,map,helsinki,Helsinki,rslurry,slurry,https://github.com/rslurry,17,17,551,551,534,534,snapshot_2026_05_21.json,snapshot_2026_05_18.json
49,map,yukina-pl-lodz,Łódź,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,17,17,79,79,62,62,snapshot_2026_05_21.json,snapshot_2026_05_18.json
50,map,yukina-cz-olomouc,Olomouc,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,17,17,65,65,48,48,snapshot_2026_05_21.json,snapshot_2026_05_18.json
51,map,sydney,Sydney,WillBarouch,WillBarouch,https://github.com/WillBarouch,16,16,777,777,761,761,snapshot_2026_05_21.json,snapshot_2026_05_18.json
52,map,glasgow-edinburgh,Glasgow-Edinburgh,Kronifer,Kronifer,https://github.com/Kronifer,16,16,752,752,736,736,snapshot_2026_05_21.json,snapshot_2026_05_18.json
53,map,yukina-osaka,大阪 (Ōsaka),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,15,15,1267,1267,1252,1252,snapshot_2026_05_21.json,snapshot_2026_05_18.json
54,map,incheon-4,Incheon (40km×40km),kimth9,kimth9,https://github.com/kimth9,15,15,424,424,409,409,snapshot_2026_05_21.json,snapshot_2026_05_18.json
55,map,guangzhou,Guangzhou,Kronifer,Kronifer,https://github.com/Kronifer,15,15,409,409,394,394,snapshot_2026_05_21.json,snapshot_2026_05_18.json
56,map,shanghai,Shanghai,Kronifer,Kronifer,https://github.com/Kronifer,15,15,333,333,318,318,snapshot_2026_05_21.json,snapshot_2026_05_18.json
57,map,tijuana-san-diego,Tijuana-San Diego,rslurry,slurry,https://github.com/rslurry,15,15,118,118,103,103,snapshot_2026_05_21.json,snapshot_2026_05_18.json
58,map,rome,Rome,Maximilian284,max02,https://github.com/Maximilian284,14,14,447,447,433,433,snapshot_2026_05_21.json,snapshot_2026_05_18.json
59,map,mfn-lasvegas,Las Vegas,crumpetime,muffintime,https://github.com/crumpetime,14,14,329,329,315,315,snapshot_2026_05_21.json,snapshot_2026_05_18.json
60,map,yukina-cz-hradec-pardubice,Hradec Králové - Pardubice,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,14,14,55,55,41,41,snapshot_2026_05_21.json,snapshot_2026_05_18.json
61,map,yukina-pl-szczecin,Szczecin,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,13,13,30,30,17,17,snapshot_2026_05_21.json,snapshot_2026_05_18.json
62,map,daytonatti,Daytonatti,soccerjonj,soccerjonj,https://github.com/soccerjonj,12,12,214,214,202,202,snapshot_2026_05_21.json,snapshot_2026_05_18.json
63,map,yukina-pl-bialystok,Białystok,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,12,12,31,31,19,19,snapshot_2026_05_21.json,snapshot_2026_05_18.json
64,map,yukina-kyoto,京都 (Kyōto),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,11,11,823,823,812,812,snapshot_2026_05_21.json,snapshot_2026_05_18.json
65,map,amsterdam,Amsterdam,ryandicicco,ryandicicco,https://github.com/ryandicicco,11,11,811,811,800,800,snapshot_2026_05_21.json,snapshot_2026_05_18.json
66,map,dubai,Dubai,ryandicicco,ryandicicco,https://github.com/ryandicicco,11,11,179,179,168,168,snapshot_2026_05_21.json,snapshot_2026_05_18.json
67,map,dayton-oh,Dayton,PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,11,11,54,54,43,43,snapshot_2026_05_21.json,snapshot_2026_05_18.json
68,map,milan,Milan,Maximilian284,max02,https://github.com/Maximilian284,10,10,479,479,469,469,snapshot_2026_05_21.json,snapshot_2026_05_18.json
69,map,yukina-pl-lublin,Lublin,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,10,10,24,24,14,14,snapshot_2026_05_21.json,snapshot_2026_05_18.json
70,map,dublin,Dublin,Kronifer,Kronifer,https://github.com/Kronifer,9,9,427,427,418,418,snapshot_2026_05_21.json,snapshot_2026_05_18.json
71,map,warsaw-val,Warsaw,Valdotorium,Valdotorium,https://github.com/Valdotorium,9,9,346,346,337,337,snapshot_2026_05_21.json,snapshot_2026_05_18.json
72,map,puerto-rico,Puerto Rico,rslurry,slurry,https://github.com/rslurry,9,9,340,340,331,331,snapshot_2026_05_21.json,snapshot_2026_05_18.json
73,map,bangkok,Bangkok,nzh0172,naz,https://github.com/nzh0172,9,9,238,238,229,229,snapshot_2026_05_21.json,snapshot_2026_05_18.json
74,map,greater-newyork,Greater NYC,chasemanning040911-afk,lechicken,https://github.com/chasemanning040911-afk,9,9,225,225,216,216,snapshot_2026_05_21.json,snapshot_2026_05_18.json
75,map,yukina-northern-kyushu,福北 (Fukuoka & Kitakyūshū),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,9,9,135,135,126,126,snapshot_2026_05_21.json,snapshot_2026_05_18.json
76,map,anchorage-ak,Anchorage,PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,9,9,122,122,113,113,snapshot_2026_05_21.json,snapshot_2026_05_18.json
77,map,yukina-cz-liberec-jablonec,Liberec - Jablonec nad Nisou,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,9,9,11,11,2,2,snapshot_2026_05_21.json,snapshot_2026_05_18.json
78,map,monterrey,Monterrey,rslurry,slurry,https://github.com/rslurry,8,8,481,481,473,473,snapshot_2026_05_21.json,snapshot_2026_05_18.json
79,map,tri-cities,Tri-Cities,ryandicicco,ryandicicco,https://github.com/ryandicicco,8,8,26,26,18,18,snapshot_2026_05_21.json,snapshot_2026_05_18.json
80,map,yukina-pl-rzeszow,Rzeszów,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,8,8,17,17,9,9,snapshot_2026_05_21.json,snapshot_2026_05_18.json
81,map,yukina-nagoya,名古屋 (Nagoya),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,7,7,407,407,400,400,snapshot_2026_05_21.json,snapshot_2026_05_18.json
82,map,ottawa,Ottawa,devenperez,devenperez,https://github.com/devenperez,7,7,402,402,395,395,snapshot_2026_05_21.json,snapshot_2026_05_18.json
83,map,baltimore-dc-corridor,Baltimore-DC Corridor,rslurry,slurry,https://github.com/rslurry,7,7,364,364,357,357,snapshot_2026_05_21.json,snapshot_2026_05_18.json
84,map,tel-aviv,Tel Aviv,BarKuperman,BarKuperman,https://github.com/BarKuperman,7,7,274,274,267,267,snapshot_2026_05_21.json,snapshot_2026_05_18.json
85,map,buffalo-ny,Buffalo,PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,7,7,103,103,96,96,snapshot_2026_05_21.json,snapshot_2026_05_18.json
86,map,cdmx-core,CDMX Core,rslurry,slurry,https://github.com/rslurry,7,7,78,78,71,71,snapshot_2026_05_21.json,snapshot_2026_05_18.json
87,map,yukina-shizuoka-hamamatsu,静岡・浜松 (Shizuoka/Hamamatsu),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,7,7,64,64,57,57,snapshot_2026_05_21.json,snapshot_2026_05_18.json
88,map,yukina-cz-ceske-budejovice,České Budějovice,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,7,7,8,8,1,1,snapshot_2026_05_21.json,snapshot_2026_05_18.json
89,map,yukina-fukuoka,福岡 (Fukuoka),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,6,6,550,550,544,544,snapshot_2026_05_21.json,snapshot_2026_05_18.json
90,map,rotterdam-the-hague,Rotterdam-The Hague,ryandicicco,ryandicicco,https://github.com/ryandicicco,6,6,380,380,374,374,snapshot_2026_05_21.json,snapshot_2026_05_18.json
91,map,calgary,Calgary,devenperez,devenperez,https://github.com/devenperez,6,6,365,365,359,359,snapshot_2026_05_21.json,snapshot_2026_05_18.json
92,map,yukina-hiroshima-kure,広島 (Hiroshima),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,6,6,346,346,340,340,snapshot_2026_05_21.json,snapshot_2026_05_18.json
93,map,busan-3,Busan (30km×30km),kimth9,kimth9,https://github.com/kimth9,6,6,257,257,251,251,snapshot_2026_05_21.json,snapshot_2026_05_18.json
94,map,orlando,Orlando,rslurry,slurry,https://github.com/rslurry,6,6,191,191,185,185,snapshot_2026_05_21.json,snapshot_2026_05_18.json
95,map,oklahoma-city,Oklahoma City,ryandicicco,ryandicicco,https://github.com/ryandicicco,6,6,127,127,121,121,snapshot_2026_05_21.json,snapshot_2026_05_18.json
96,mod,tathan-casino,TATHAN Casino,TathanDev,TathanDev,https://github.com/TathanDev,6,6,104,104,98,98,snapshot_2026_05_21.json,snapshot_2026_05_18.json
97,map,guadalajara,Guadalajara,rslurry,slurry,https://github.com/rslurry,5,5,439,439,434,434,snapshot_2026_05_21.json,snapshot_2026_05_18.json
98,map,yukina-okinawa,沖縄 (Okinawa),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,5,5,362,362,357,357,snapshot_2026_05_21.json,snapshot_2026_05_18.json
99,map,edmonton,Edmonton,devenperez,devenperez,https://github.com/devenperez,5,5,329,329,324,324,snapshot_2026_05_21.json,snapshot_2026_05_18.json
100,map,quebec-city,Quebec City,devenperez,devenperez,https://github.com/devenperez,5,5,324,324,319,319,snapshot_2026_05_21.json,snapshot_2026_05_18.json
101,map,cairo,Cairo,ryandicicco,ryandicicco,https://github.com/ryandicicco,5,5,260,260,255,255,snapshot_2026_05_21.json,snapshot_2026_05_18.json
102,map,greater-kuala-lumpur,Greater Kuala Lumpur,nzh0172,naz,https://github.com/nzh0172,5,5,256,256,251,251,snapshot_2026_05_21.json,snapshot_2026_05_18.json
103,map,valencia,Valencia,Maximilian284,max02,https://github.com/Maximilian284,5,5,247,247,242,242,snapshot_2026_05_21.json,snapshot_2026_05_18.json
104,map,naples,Naples,Maximilian284,max02,https://github.com/Maximilian284,5,5,183,183,178,178,snapshot_2026_05_21.json,snapshot_2026_05_18.json
105,map,yukina-kochi,高知 (Kōchi),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,5,5,146,146,141,141,snapshot_2026_05_21.json,snapshot_2026_05_18.json
106,map,yukina-yamagata,山形 (Yamagata),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,5,5,115,115,110,110,snapshot_2026_05_21.json,snapshot_2026_05_18.json
107,map,ciudad-juarez-el-paso,Ciudad Juárez-El Paso,rslurry,slurry,https://github.com/rslurry,5,5,112,112,107,107,snapshot_2026_05_21.json,snapshot_2026_05_18.json
108,map,pyongyang-nk,Pyongyang,PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,5,5,102,102,97,97,snapshot_2026_05_21.json,snapshot_2026_05_18.json
109,map,mexicali,Mexicali-Imperial Valley-Yuma,rslurry,slurry,https://github.com/rslurry,5,5,12,12,7,7,snapshot_2026_05_21.json,snapshot_2026_05_18.json
110,map,trondheim-no,Trondheim,rslurry,slurry,https://github.com/rslurry,5,5,5,5,0,0,snapshot_2026_05_21.json,snapshot_2026_05_18.json
111,map,winnipeg,Winnipeg,devenperez,devenperez,https://github.com/devenperez,4,4,263,263,259,259,snapshot_2026_05_21.json,snapshot_2026_05_18.json
112,map,tampa-bay,Tampa Bay,rslurry,slurry,https://github.com/rslurry,4,4,258,258,254,254,snapshot_2026_05_21.json,snapshot_2026_05_18.json
113,map,bilbao,Bilbao,Maximilian284,max02,https://github.com/Maximilian284,4,4,254,254,250,250,snapshot_2026_05_21.json,snapshot_2026_05_18.json
114,map,mfn-madisonwi,Madison,crumpetime,muffintime,https://github.com/crumpetime,4,4,250,250,246,246,snapshot_2026_05_21.json,snapshot_2026_05_18.json
115,map,yukina-kitakyushu-shimonoseki,北九州 (Kitakyūshū),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,4,4,241,241,237,237,snapshot_2026_05_21.json,snapshot_2026_05_18.json
116,mod,kr-ktp,Korean Transit Pack,kimth9,kimth9,https://github.com/kimth9,4,4,204,204,200,200,snapshot_2026_05_21.json,snapshot_2026_05_18.json
117,map,nashville,Nashville,soccerjonj,soccerjonj,https://github.com/soccerjonj,4,4,143,143,139,139,snapshot_2026_05_21.json,snapshot_2026_05_18.json
118,map,jeju-f,Jeju (Full Island),kimth9,kimth9,https://github.com/kimth9,4,4,126,126,122,122,snapshot_2026_05_21.json,snapshot_2026_05_18.json
119,map,jacksonville,Jacksonville,rslurry,slurry,https://github.com/rslurry,4,4,125,125,121,121,snapshot_2026_05_21.json,snapshot_2026_05_18.json
120,map,yukina-nagasaki,長崎 (Nagasaki),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,4,4,112,112,108,108,snapshot_2026_05_21.json,snapshot_2026_05_18.json
121,map,willamette-valley,"Willamette Valley, OR",Phineapoo,Phineapoo,https://github.com/Phineapoo,4,4,83,83,79,79,snapshot_2026_05_21.json,snapshot_2026_05_18.json
122,map,charleston-sc,"Charleston, SC",PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,4,4,69,69,65,65,snapshot_2026_05_21.json,snapshot_2026_05_18.json
123,map,yukina-asahikawa,旭川 (Asahikawa),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,4,4,63,63,59,59,snapshot_2026_05_21.json,snapshot_2026_05_18.json
124,map,syracuse-ny,"Syracuse, NY",PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,4,4,33,33,29,29,snapshot_2026_05_21.json,snapshot_2026_05_18.json
125,map,yukina-kumamoto,熊本 (Kumamoto),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,4,4,25,25,21,21,snapshot_2026_05_21.json,snapshot_2026_05_18.json
126,mod,cinematic-camera,Cinematic Camera,TransitCore,TransitCore,https://github.com/TransitCore,3,3,423,423,420,420,snapshot_2026_05_21.json,snapshot_2026_05_18.json
127,map,yukina-sapporo-chitose,札幌 (Sapporo),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,3,3,423,423,420,420,snapshot_2026_05_21.json,snapshot_2026_05_18.json
128,map,sejong-4,Sejong (40km×40km),kimth9,kimth9,https://github.com/kimth9,3,3,164,164,161,161,snapshot_2026_05_21.json,snapshot_2026_05_18.json
129,map,albany,Albany,soccerjonj,soccerjonj,https://github.com/soccerjonj,3,3,155,155,152,152,snapshot_2026_05_21.json,snapshot_2026_05_18.json
130,map,yukina-hakodate,函館 (Hakodate),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,3,3,155,155,152,152,snapshot_2026_05_21.json,snapshot_2026_05_18.json
131,map,spokane,Spokane,ryandicicco,ryandicicco,https://github.com/ryandicicco,3,3,148,148,145,145,snapshot_2026_05_21.json,snapshot_2026_05_18.json
132,map,turin,Turin,Maximilian284,max02,https://github.com/Maximilian284,3,3,130,130,127,127,snapshot_2026_05_21.json,snapshot_2026_05_18.json
133,map,yukina-kagoshima-kirishima,鹿児島 (Kagoshima),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,3,3,129,129,126,126,snapshot_2026_05_21.json,snapshot_2026_05_18.json
134,map,bologna,Bologna,Maximilian284,max02,https://github.com/Maximilian284,3,3,105,105,102,102,snapshot_2026_05_21.json,snapshot_2026_05_18.json
135,map,santa-barbara,Santa Barbara,rslurry,slurry,https://github.com/rslurry,3,3,103,103,100,100,snapshot_2026_05_21.json,snapshot_2026_05_18.json
136,map,daegu-4,Daegu (40km×40km),kimth9,kimth9,https://github.com/kimth9,3,3,96,96,93,93,snapshot_2026_05_21.json,snapshot_2026_05_18.json
137,map,piedmont-triad,Piedmont Triad,PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,3,3,83,83,80,80,snapshot_2026_05_21.json,snapshot_2026_05_18.json
138,map,wilmington-nc,"Wilmington, NC",PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,3,3,77,77,74,74,snapshot_2026_05_21.json,snapshot_2026_05_18.json
139,map,daejeon-4,Daejeon (40km×40km),kimth9,kimth9,https://github.com/kimth9,3,3,62,62,59,59,snapshot_2026_05_21.json,snapshot_2026_05_18.json
140,map,yukina-takamatsu,高松 (Takamatsu),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,3,3,60,60,57,57,snapshot_2026_05_21.json,snapshot_2026_05_18.json
141,map,pianura-emiliana,Pianura Emiliana,Maximilian284,max02,https://github.com/Maximilian284,3,3,55,55,52,52,snapshot_2026_05_21.json,snapshot_2026_05_18.json
142,map,yukina-okayama,岡山 (Okayama),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,3,3,52,52,49,49,snapshot_2026_05_21.json,snapshot_2026_05_18.json
143,map,yukina-nakadoori,中通り (Nakadōri),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,3,3,37,37,34,34,snapshot_2026_05_21.json,snapshot_2026_05_18.json
144,map,greatertwincities,Greater Twin Cities,DanielD1909,DanielD1909,https://github.com/DanielD1909,2,2,205,205,203,203,snapshot_2026_05_21.json,snapshot_2026_05_18.json
145,map,south-florida,South Florida,kaicardenas0618,kaicardenas0618,https://github.com/kaicardenas0618,2,2,205,205,203,203,snapshot_2026_05_21.json,snapshot_2026_05_18.json
146,map,jerusalem,Jerusalem,BarKuperman,BarKuperman,https://github.com/BarKuperman,2,2,193,193,191,191,snapshot_2026_05_21.json,snapshot_2026_05_18.json
147,map,yukina-sendai,仙台 (Sendai),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,2,2,190,190,188,188,snapshot_2026_05_21.json,snapshot_2026_05_18.json
148,map,providence,Providence,soccerjonj,soccerjonj,https://github.com/soccerjonj,2,2,168,168,166,166,snapshot_2026_05_21.json,snapshot_2026_05_18.json
149,map,yukina-matsuyama,松山 (Matsuyama),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,2,2,156,156,154,154,snapshot_2026_05_21.json,snapshot_2026_05_18.json
150,map,jeju-3,Jeju (30km×30km),kimth9,kimth9,https://github.com/kimth9,2,2,148,148,146,146,snapshot_2026_05_21.json,snapshot_2026_05_18.json
151,map,sacramento,Sacramento,soccerjonj,soccerjonj,https://github.com/soccerjonj,2,2,144,144,142,142,snapshot_2026_05_21.json,snapshot_2026_05_18.json
152,map,ulsan-4,Ulsan (40km×40km),kimth9,kimth9,https://github.com/kimth9,2,2,143,143,141,141,snapshot_2026_05_21.json,snapshot_2026_05_18.json
153,map,florence,Florence,Maximilian284,max02,https://github.com/Maximilian284,2,2,134,134,132,132,snapshot_2026_05_21.json,snapshot_2026_05_18.json
154,map,orange-county,Orange County,rslurry,slurry,https://github.com/rslurry,2,2,132,132,130,130,snapshot_2026_05_21.json,snapshot_2026_05_18.json
155,map,incheon-3,Incheon (30km×30km),kimth9,kimth9,https://github.com/kimth9,2,2,129,129,127,127,snapshot_2026_05_21.json,snapshot_2026_05_18.json
156,map,puebla,Puebla,rslurry,slurry,https://github.com/rslurry,2,2,129,129,127,127,snapshot_2026_05_21.json,snapshot_2026_05_18.json
157,map,yukina-niigata,新潟 (Niigata),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,2,2,125,125,123,123,snapshot_2026_05_21.json,snapshot_2026_05_18.json
158,map,pianura-veneta,Pianura Veneta,Maximilian284,max02,https://github.com/Maximilian284,2,2,105,105,103,103,snapshot_2026_05_21.json,snapshot_2026_05_18.json
